"","SystemCodeNumber","Capacity","Occupancy","LastUpdated","LastUpdated_rounded"
"24738","Bull Ring","3053",1203,2016-12-08 10:32:22,2016-12-08 10:30:00
"24739","Bull Ring","3053",1548,2016-12-08 10:59:25,2016-12-08 11:00:00
"24740","Bull Ring","3053",1915,2016-12-08 11:32:28,2016-12-08 11:30:00
"24741","Bull Ring","3053",2093,2016-12-08 11:59:28,2016-12-08 12:00:00
"24742","Bull Ring","3053",2203,2016-12-08 12:25:24,2016-12-08 12:30:00
"24743","Bull Ring","3053",2281,2016-12-08 12:59:24,2016-12-08 13:00:00
"24744","Bull Ring","3053",2315,2016-12-08 13:25:28,2016-12-08 13:30:00
"24745","Bull Ring","3053",2314,2016-12-08 13:59:28,2016-12-08 14:00:00
"24746","Bull Ring","3053",2227,2016-12-08 14:26:29,2016-12-08 14:30:00
"24747","Bull Ring","3053",1995,2016-12-08 14:59:29,2016-12-08 15:00:00
"24748","Bull Ring","3053",1834,2016-12-08 15:26:23,2016-12-08 15:30:00
"24749","Bull Ring","3053",1680,2016-12-08 15:59:27,2016-12-08 16:00:00
"24750","Bull Ring","3053",1546,2016-12-08 16:32:27,2016-12-08 16:30:00
"24751","Bull Ring","3053",236,2016-12-09 08:02:30,2016-12-09 08:00:00
"24752","Bull Ring","3053",295,2016-12-09 08:29:28,2016-12-09 08:30:00
"24753","Bull Ring","3053",385,2016-12-09 08:55:33,2016-12-09 09:00:00
"24754","Bull Ring","3053",609,2016-12-09 09:29:31,2016-12-09 09:30:00
"24755","Bull Ring","3053",899,2016-12-09 09:55:30,2016-12-09 10:00:00
"24756","Bull Ring","3053",1342,2016-12-09 10:29:29,2016-12-09 10:30:00
"24757","Bull Ring","3053",1665,2016-12-09 10:56:33,2016-12-09 11:00:00
"24758","Bull Ring","3053",1962,2016-12-09 11:29:33,2016-12-09 11:30:00
"24759","Bull Ring","3053",2164,2016-12-09 11:56:32,2016-12-09 12:00:00
"24760","Bull Ring","3053",2323,2016-12-09 12:29:31,2016-12-09 12:30:00
"24761","Bull Ring","3053",2428,2016-12-09 13:02:32,2016-12-09 13:00:00
"24762","Bull Ring","3053",2473,2016-12-09 13:29:31,2016-12-09 13:30:00
"24763","Bull Ring","3053",2397,2016-12-09 14:02:34,2016-12-09 14:00:00
"24764","Bull Ring","3053",2305,2016-12-09 14:29:33,2016-12-09 14:30:00
"24765","Bull Ring","3053",2165,2016-12-09 14:56:31,2016-12-09 15:00:00
"24766","Bull Ring","3053",2004,2016-12-09 15:29:34,2016-12-09 15:30:00
"24767","Bull Ring","3053",1805,2016-12-09 16:02:32,2016-12-09 16:00:00
"24768","Bull Ring","3053",1604,2016-12-09 16:29:30,2016-12-09 16:30:00
"24769","Bull Ring","3053",192,2016-12-10 07:59:34,2016-12-10 08:00:00
"24770","Bull Ring","3053",277,2016-12-10 08:29:33,2016-12-10 08:30:00
"24771","Bull Ring","3053",589,2016-12-10 09:02:35,2016-12-10 09:00:00
"24772","Bull Ring","3053",1019,2016-12-10 09:29:38,2016-12-10 09:30:00
"24773","Bull Ring","3053",1414,2016-12-10 09:55:38,2016-12-10 10:00:00
"24774","Bull Ring","3053",1884,2016-12-10 10:29:38,2016-12-10 10:30:00
"24775","Bull Ring","3053",2193,2016-12-10 11:02:39,2016-12-10 11:00:00
"24776","Bull Ring","3053",2393,2016-12-10 11:29:39,2016-12-10 11:30:00
"24777","Bull Ring","3053",2586,2016-12-10 12:02:38,2016-12-10 12:00:00
"24778","Bull Ring","3053",2681,2016-12-10 12:29:40,2016-12-10 12:30:00
"24779","Bull Ring","3053",2703,2016-12-10 12:55:40,2016-12-10 13:00:00
"24780","Bull Ring","3053",2727,2016-12-10 13:29:39,2016-12-10 13:30:00
"24781","Bull Ring","3053",2726,2016-12-10 13:56:35,2016-12-10 14:00:00
"24782","Bull Ring","3053",2748,2016-12-10 14:25:37,2016-12-10 14:30:00
"24783","Bull Ring","3053",2758,2016-12-10 15:02:39,2016-12-10 15:00:00
"24784","Bull Ring","3053",2761,2016-12-10 15:25:39,2016-12-10 15:30:00
"24785","Bull Ring","3053",2703,2016-12-10 15:59:39,2016-12-10 16:00:00
"24786","Bull Ring","3053",2643,2016-12-10 16:25:40,2016-12-10 16:30:00
"24787","Bull Ring","3053",101,2016-12-11 08:02:39,2016-12-11 08:00:00
"24788","Bull Ring","3053",110,2016-12-11 08:19:39,2016-12-11 08:30:00
"24789","Bull Ring","3053",159,2016-12-11 08:59:45,2016-12-11 09:00:00
"24790","Bull Ring","3053",216,2016-12-11 09:26:44,2016-12-11 09:30:00
"24791","Bull Ring","3053",382,2016-12-11 09:59:44,2016-12-11 10:00:00
"24792","Bull Ring","3053",735,2016-12-11 10:25:42,2016-12-11 10:30:00
"24793","Bull Ring","3053",1445,2016-12-11 10:59:45,2016-12-11 11:00:00
"24794","Bull Ring","3053",2022,2016-12-11 11:26:10,2016-12-11 11:30:00
"24795","Bull Ring","3053",2409,2016-12-11 11:59:45,2016-12-11 12:00:00
"24796","Bull Ring","3053",2556,2016-12-11 12:32:41,2016-12-11 12:30:00
"24797","Bull Ring","3053",2592,2016-12-11 13:05:46,2016-12-11 13:00:00
"24798","Bull Ring","3053",2615,2016-12-11 13:26:45,2016-12-11 13:30:00
"24799","Bull Ring","3053",2642,2016-12-11 13:59:44,2016-12-11 14:00:00
"24800","Bull Ring","3053",2644,2016-12-11 14:32:44,2016-12-11 14:30:00
"24801","Bull Ring","3053",2647,2016-12-11 14:59:43,2016-12-11 15:00:00
"24802","Bull Ring","3053",2575,2016-12-11 15:25:45,2016-12-11 15:30:00
"24803","Bull Ring","3053",2347,2016-12-11 15:59:46,2016-12-11 16:00:00
"24804","Bull Ring","3053",2108,2016-12-11 16:25:46,2016-12-11 16:30:00
"24805","Bull Ring","3053",208,2016-12-12 08:02:45,2016-12-12 08:00:00
"24806","Bull Ring","3053",268,2016-12-12 08:29:50,2016-12-12 08:30:00
"24807","Bull Ring","3053",355,2016-12-12 09:02:45,2016-12-12 09:00:00
"24808","Bull Ring","3053",504,2016-12-12 09:29:48,2016-12-12 09:30:00
"24809","Bull Ring","3053",883,2016-12-12 10:02:49,2016-12-12 10:00:00
"24810","Bull Ring","3053",1277,2016-12-12 10:29:50,2016-12-12 10:30:00
"24811","Bull Ring","3053",1686,2016-12-12 11:02:50,2016-12-12 11:00:00
"24812","Bull Ring","3053",2001,2016-12-12 11:29:51,2016-12-12 11:30:00
"24813","Bull Ring","3053",2169,2016-12-12 11:55:49,2016-12-12 12:00:00
"24814","Bull Ring","3053",2313,2016-12-12 12:29:50,2016-12-12 12:30:00
"24815","Bull Ring","3053",2399,2016-12-12 12:56:46,2016-12-12 13:00:00
"24816","Bull Ring","3053",2489,2016-12-12 13:29:50,2016-12-12 13:30:00
"24817","Bull Ring","3053",2472,2016-12-12 14:02:50,2016-12-12 14:00:00
"24818","Bull Ring","3053",2355,2016-12-12 14:29:49,2016-12-12 14:30:00
"24819","Bull Ring","3053",2190,2016-12-12 14:55:51,2016-12-12 15:00:00
"24820","Bull Ring","3053",1962,2016-12-12 15:29:47,2016-12-12 15:30:00
"24821","Bull Ring","3053",1757,2016-12-12 15:56:51,2016-12-12 16:00:00
"24822","Bull Ring","3053",1605,2016-12-12 16:29:51,2016-12-12 16:30:00
"24823","Bull Ring","3053",243,2016-12-13 08:02:51,2016-12-13 08:00:00
"24824","Bull Ring","3053",296,2016-12-13 08:29:53,2016-12-13 08:30:00
"24825","Bull Ring","3053",383,2016-12-13 09:02:55,2016-12-13 09:00:00
"24826","Bull Ring","3053",537,2016-12-13 09:29:54,2016-12-13 09:30:00
"24827","Bull Ring","3053",764,2016-12-13 09:55:56,2016-12-13 10:00:00
"24828","Bull Ring","3053",1178,2016-12-13 10:29:54,2016-12-13 10:30:00
"24829","Bull Ring","3053",1519,2016-12-13 11:02:54,2016-12-13 11:00:00
"24830","Bull Ring","3053",1759,2016-12-13 11:29:55,2016-12-13 11:30:00
"24831","Bull Ring","3053",2013,2016-12-13 12:02:55,2016-12-13 12:00:00
"24832","Bull Ring","3053",2103,2016-12-13 12:29:55,2016-12-13 12:30:00
"24833","Bull Ring","3053",2192,2016-12-13 13:02:55,2016-12-13 13:00:00
"24834","Bull Ring","3053",2200,2016-12-13 13:30:00,2016-12-13 13:30:00
"24835","Bull Ring","3053",2209,2016-12-13 13:55:56,2016-12-13 14:00:00
"24836","Bull Ring","3053",2124,2016-12-13 14:29:57,2016-12-13 14:30:00
"24837","Bull Ring","3053",1995,2016-12-13 14:56:52,2016-12-13 15:00:00
"24838","Bull Ring","3053",1835,2016-12-13 15:28:52,2016-12-13 15:30:00
"24839","Bull Ring","3053",1673,2016-12-13 16:02:56,2016-12-13 16:00:00
"24840","Bull Ring","3053",1550,2016-12-13 16:29:56,2016-12-13 16:30:00
"24841","Bull Ring","3053",228,2016-12-14 08:03:01,2016-12-14 08:00:00
"24842","Bull Ring","3053",309,2016-12-14 08:43:00,2016-12-14 08:30:00
"24843","Bull Ring","3053",368,2016-12-14 09:03:01,2016-12-14 09:00:00
"24844","Bull Ring","3053",527,2016-12-14 09:29:57,2016-12-14 09:30:00
"24845","Bull Ring","3053",853,2016-12-14 10:02:59,2016-12-14 10:00:00
"24846","Bull Ring","3053",1167,2016-12-14 10:30:01,2016-12-14 10:30:00
"24847","Bull Ring","3053",1462,2016-12-14 11:00:00,2016-12-14 11:00:00
"24848","Bull Ring","3053",1757,2016-12-14 11:30:01,2016-12-14 11:30:00
"24849","Bull Ring","3053",1899,2016-12-14 12:02:58,2016-12-14 12:00:00
"24850","Bull Ring","3053",2013,2016-12-14 12:30:00,2016-12-14 12:30:00
"24851","Bull Ring","3053",2106,2016-12-14 13:03:02,2016-12-14 13:00:00
"24852","Bull Ring","3053",2145,2016-12-14 13:29:57,2016-12-14 13:30:00
"24853","Bull Ring","3053",2166,2016-12-14 14:03:00,2016-12-14 14:00:00
"24854","Bull Ring","3053",2100,2016-12-14 14:30:01,2016-12-14 14:30:00
"24855","Bull Ring","3053",1984,2016-12-14 14:56:03,2016-12-14 15:00:00
"24856","Bull Ring","3053",1814,2016-12-14 15:30:00,2016-12-14 15:30:00
"24857","Bull Ring","3053",1703,2016-12-14 15:56:02,2016-12-14 16:00:00
"24858","Bull Ring","3053",1572,2016-12-14 16:30:00,2016-12-14 16:30:00
"24859","Bull Ring","3053",249,2016-12-15 07:57:02,2016-12-15 08:00:00
"24860","Bull Ring","3053",312,2016-12-15 08:30:06,2016-12-15 08:30:00
"24861","Bull Ring","3053",412,2016-12-15 09:03:06,2016-12-15 09:00:00
"24862","Bull Ring","3053",584,2016-12-15 09:30:04,2016-12-15 09:30:00
"24863","Bull Ring","3053",867,2016-12-15 09:57:02,2016-12-15 10:00:00
"24864","Bull Ring","3053",1254,2016-12-15 10:30:07,2016-12-15 10:30:00
"24865","Bull Ring","3053",1617,2016-12-15 11:03:05,2016-12-15 11:00:00
"24866","Bull Ring","3053",1842,2016-12-15 11:26:03,2016-12-15 11:30:00
"24867","Bull Ring","3053",2046,2016-12-15 12:00:02,2016-12-15 12:00:00
"24868","Bull Ring","3053",2158,2016-12-15 12:26:03,2016-12-15 12:30:00
"24869","Bull Ring","3053",2213,2016-12-15 13:00:07,2016-12-15 13:00:00
"24870","Bull Ring","3053",2235,2016-12-15 13:26:08,2016-12-15 13:30:00
"24871","Bull Ring","3053",2222,2016-12-15 14:00:06,2016-12-15 14:00:00
"24872","Bull Ring","3053",2136,2016-12-15 14:26:06,2016-12-15 14:30:00
"24873","Bull Ring","3053",1937,2016-12-15 15:00:07,2016-12-15 15:00:00
"24874","Bull Ring","3053",1811,2016-12-15 15:26:03,2016-12-15 15:30:00
"24875","Bull Ring","3053",1679,2016-12-15 16:03:03,2016-12-15 16:00:00
"24876","Bull Ring","3053",1549,2016-12-15 16:30:07,2016-12-15 16:30:00
"24877","Bull Ring","3053",260,2016-12-16 07:59:09,2016-12-16 08:00:00
"24878","Bull Ring","3053",335,2016-12-16 08:30:12,2016-12-16 08:30:00
"24879","Bull Ring","3053",500,2016-12-16 09:03:07,2016-12-16 09:00:00
"24880","Bull Ring","3053",750,2016-12-16 09:30:12,2016-12-16 09:30:00
"24881","Bull Ring","3053",1128,2016-12-16 10:03:09,2016-12-16 10:00:00
"24882","Bull Ring","3053",1449,2016-12-16 10:29:08,2016-12-16 10:30:00
"24883","Bull Ring","3053",1797,2016-12-16 11:03:08,2016-12-16 11:00:00
"24884","Bull Ring","3053",1974,2016-12-16 11:30:10,2016-12-16 11:30:00
"24885","Bull Ring","3053",2111,2016-12-16 11:56:10,2016-12-16 12:00:00
"24886","Bull Ring","3053",2251,2016-12-16 12:30:11,2016-12-16 12:30:00
"24887","Bull Ring","3053",2318,2016-12-16 12:56:12,2016-12-16 13:00:00
"24888","Bull Ring","3053",2395,2016-12-16 13:30:12,2016-12-16 13:30:00
"24889","Bull Ring","3053",2381,2016-12-16 13:56:11,2016-12-16 14:00:00
"24890","Bull Ring","3053",2336,2016-12-16 14:30:10,2016-12-16 14:30:00
"24891","Bull Ring","3053",2241,2016-12-16 14:56:11,2016-12-16 15:00:00
"24892","Bull Ring","3053",2144,2016-12-16 15:30:10,2016-12-16 15:30:00
"24893","Bull Ring","3053",1983,2016-12-16 16:03:11,2016-12-16 16:00:00
"24894","Bull Ring","3053",1825,2016-12-16 16:30:12,2016-12-16 16:30:00
"24895","Bull Ring","3053",187,2016-12-17 07:59:15,2016-12-17 08:00:00
"24896","Bull Ring","3053",272,2016-12-17 08:26:15,2016-12-17 08:30:00
"24897","Bull Ring","3053",619,2016-12-17 09:00:13,2016-12-17 09:00:00
"24898","Bull Ring","3053",1040,2016-12-17 09:26:17,2016-12-17 09:30:00
"24899","Bull Ring","3053",1453,2016-12-17 09:59:17,2016-12-17 10:00:00
"24900","Bull Ring","3053",1808,2016-12-17 10:33:17,2016-12-17 10:30:00
"24901","Bull Ring","3053",2035,2016-12-17 11:00:17,2016-12-17 11:00:00
"24902","Bull Ring","3053",2216,2016-12-17 11:33:16,2016-12-17 11:30:00
"24903","Bull Ring","3053",2388,2016-12-17 12:00:17,2016-12-17 12:00:00
"24904","Bull Ring","3053",2538,2016-12-17 12:26:17,2016-12-17 12:30:00
"24905","Bull Ring","3053",2704,2016-12-17 13:00:18,2016-12-17 13:00:00
"24906","Bull Ring","3053",2758,2016-12-17 13:27:17,2016-12-17 13:30:00
"24907","Bull Ring","3053",2794,2016-12-17 14:00:17,2016-12-17 14:00:00
"24908","Bull Ring","3053",2808,2016-12-17 14:30:19,2016-12-17 14:30:00
"24909","Bull Ring","3053",2817,2016-12-17 15:03:18,2016-12-17 15:00:00
"24910","Bull Ring","3053",2785,2016-12-17 15:30:19,2016-12-17 15:30:00
"24911","Bull Ring","3053",2769,2016-12-17 15:57:15,2016-12-17 16:00:00
"24912","Bull Ring","3053",2668,2016-12-17 16:30:16,2016-12-17 16:30:00
"24913","Bull Ring","3053",120,2016-12-18 08:03:24,2016-12-18 08:00:00
"24914","Bull Ring","3053",129,2016-12-18 08:30:20,2016-12-18 08:30:00
"24915","Bull Ring","3053",176,2016-12-18 08:56:20,2016-12-18 09:00:00
"24916","Bull Ring","3053",233,2016-12-18 09:30:21,2016-12-18 09:30:00
"24917","Bull Ring","3053",384,2016-12-18 09:56:24,2016-12-18 10:00:00
"24918","Bull Ring","3053",809,2016-12-18 10:30:23,2016-12-18 10:30:00
"24919","Bull Ring","3053",1484,2016-12-18 11:03:25,2016-12-18 11:00:00
"24920","Bull Ring","3053",2046,2016-12-18 11:30:22,2016-12-18 11:30:00
"24921","Bull Ring","3053",2354,2016-12-18 12:03:23,2016-12-18 12:00:00
"24922","Bull Ring","3053",2555,2016-12-18 12:30:25,2016-12-18 12:30:00
"24923","Bull Ring","3053",2592,2016-12-18 12:56:26,2016-12-18 13:00:00
"24924","Bull Ring","3053",2622,2016-12-18 13:30:26,2016-12-18 13:30:00
"24925","Bull Ring","3053",2641,2016-12-18 14:03:26,2016-12-18 14:00:00
"24926","Bull Ring","3053",2657,2016-12-18 14:30:27,2016-12-18 14:30:00
"24927","Bull Ring","3053",2644,2016-12-18 14:56:25,2016-12-18 15:00:00
"24928","Bull Ring","3053",2551,2016-12-18 15:30:24,2016-12-18 15:30:00
"24929","Bull Ring","3053",2321,2016-12-18 16:03:27,2016-12-18 16:00:00
"24930","Bull Ring","3053",1981,2016-12-18 16:30:25,2016-12-18 16:30:00
"24931","Bull Ring","3053",197,2016-12-19 08:03:29,2016-12-19 08:00:00
"24932","Bull Ring","3053",275,2016-12-19 08:30:28,2016-12-19 08:30:00
"24933","Bull Ring","3053",417,2016-12-19 09:03:33,2016-12-19 09:00:00
"24934","Bull Ring","3053",628,2016-12-19 09:30:30,2016-12-19 09:30:00
"24935","Bull Ring","3053",872,2016-12-19 09:56:32,2016-12-19 10:00:00
"24936","Bull Ring","3053",1362,2016-12-19 10:30:33,2016-12-19 10:30:00
"24937","Bull Ring","3053",1824,2016-12-19 11:03:31,2016-12-19 11:00:00
"24938","Bull Ring","3053",2084,2016-12-19 11:30:30,2016-12-19 11:30:00
"24939","Bull Ring","3053",2335,2016-12-19 12:03:32,2016-12-19 12:00:00
"24940","Bull Ring","3053",2510,2016-12-19 12:30:32,2016-12-19 12:30:00
"24941","Bull Ring","3053",2685,2016-12-19 13:03:30,2016-12-19 13:00:00
"24942","Bull Ring","3053",2764,2016-12-19 13:30:35,2016-12-19 13:30:00
"24943","Bull Ring","3053",2821,2016-12-19 14:03:31,2016-12-19 14:00:00
"24944","Bull Ring","3053",2832,2016-12-19 14:30:33,2016-12-19 14:30:00
"24945","Bull Ring","3053",2738,2016-12-19 15:03:34,2016-12-19 15:00:00
"24946","Bull Ring","3053",2611,2016-12-19 15:29:33,2016-12-19 15:30:00
"24947","Bull Ring","3053",2368,2016-12-19 16:03:35,2016-12-19 16:00:00
"24948","Bull Ring","3053",2174,2016-12-19 16:30:35,2016-12-19 16:30:00
"24949","NIA Car Parks","1268",74,2016-10-04 07:59:42,2016-10-04 08:00:00
"24950","NIA Car Parks","1268",107,2016-10-04 08:25:42,2016-10-04 08:30:00
"24951","NIA Car Parks","1268",166,2016-10-04 08:59:42,2016-10-04 09:00:00
"24952","NIA Car Parks","1268",213,2016-10-04 09:32:46,2016-10-04 09:30:00
"24953","NIA Car Parks","1268",237,2016-10-04 09:59:48,2016-10-04 10:00:00
"24954","NIA Car Parks","1268",258,2016-10-04 10:26:49,2016-10-04 10:30:00
"24955","NIA Car Parks","1268",263,2016-10-04 10:59:48,2016-10-04 11:00:00
"24956","NIA Car Parks","1268",261,2016-10-04 11:25:47,2016-10-04 11:30:00
"24957","NIA Car Parks","1268",270,2016-10-04 11:59:44,2016-10-04 12:00:00
"24958","NIA Car Parks","1268",267,2016-10-04 12:29:45,2016-10-04 12:30:00
"24959","NIA Car Parks","1268",260,2016-10-04 13:02:48,2016-10-04 13:00:00
"24960","NIA Car Parks","1268",246,2016-10-04 13:29:45,2016-10-04 13:30:00
"24961","NIA Car Parks","1268",240,2016-10-04 14:02:47,2016-10-04 14:00:00
"24962","NIA Car Parks","1268",234,2016-10-04 14:29:49,2016-10-04 14:30:00
"24963","NIA Car Parks","1268",218,2016-10-04 14:57:13,2016-10-04 15:00:00
"24964","NIA Car Parks","1268",215,2016-10-04 15:30:14,2016-10-04 15:30:00
"24965","NIA Car Parks","1268",189,2016-10-04 16:04:12,2016-10-04 16:00:00
"24966","NIA Car Parks","1268",159,2016-10-04 16:31:14,2016-10-04 16:30:00
"24967","NIA Car Parks","1268",99,2016-10-05 07:57:17,2016-10-05 08:00:00
"24968","NIA Car Parks","1268",156,2016-10-05 08:30:15,2016-10-05 08:30:00
"24969","NIA Car Parks","1268",206,2016-10-05 09:04:19,2016-10-05 09:00:00
"24970","NIA Car Parks","1268",219,2016-10-05 09:30:15,2016-10-05 09:30:00
"24971","NIA Car Parks","1268",233,2016-10-05 10:04:15,2016-10-05 10:00:00
"24972","NIA Car Parks","1268",245,2016-10-05 10:30:17,2016-10-05 10:30:00
"24973","NIA Car Parks","1268",260,2016-10-05 11:04:19,2016-10-05 11:00:00
"24974","NIA Car Parks","1268",249,2016-10-05 11:30:18,2016-10-05 11:30:00
"24975","NIA Car Parks","1268",241,2016-10-05 12:04:14,2016-10-05 12:00:00
"24976","NIA Car Parks","1268",240,2016-10-05 12:30:16,2016-10-05 12:30:00
"24977","NIA Car Parks","1268",239,2016-10-05 12:57:15,2016-10-05 13:00:00
"24978","NIA Car Parks","1268",234,2016-10-05 13:30:19,2016-10-05 13:30:00
"24979","NIA Car Parks","1268",230,2016-10-05 13:57:20,2016-10-05 14:00:00
"24980","NIA Car Parks","1268",207,2016-10-05 14:30:17,2016-10-05 14:30:00
"24981","NIA Car Parks","1268",191,2016-10-05 14:57:19,2016-10-05 15:00:00
"24982","NIA Car Parks","1268",174,2016-10-05 15:30:15,2016-10-05 15:30:00
"24983","NIA Car Parks","1268",159,2016-10-05 16:04:18,2016-10-05 16:00:00
"24984","NIA Car Parks","1268",127,2016-10-05 16:30:17,2016-10-05 16:30:00
"24985","NIA Car Parks","1268",74,2016-10-06 07:57:25,2016-10-06 08:00:00
"24986","NIA Car Parks","1268",115,2016-10-06 08:30:20,2016-10-06 08:30:00
"24987","NIA Car Parks","1268",165,2016-10-06 08:57:22,2016-10-06 09:00:00
"24988","NIA Car Parks","1268",194,2016-10-06 09:30:20,2016-10-06 09:30:00
"24989","NIA Car Parks","1268",230,2016-10-06 10:03:20,2016-10-06 10:00:00
"24990","NIA Car Parks","1268",241,2016-10-06 10:30:20,2016-10-06 10:30:00
"24991","NIA Car Parks","1268",250,2016-10-06 10:57:20,2016-10-06 11:00:00
"24992","NIA Car Parks","1268",266,2016-10-06 11:30:22,2016-10-06 11:30:00
"24993","NIA Car Parks","1268",277,2016-10-06 12:04:24,2016-10-06 12:00:00
"24994","NIA Car Parks","1268",275,2016-10-06 12:30:24,2016-10-06 12:30:00
"24995","NIA Car Parks","1268",273,2016-10-06 12:57:21,2016-10-06 13:00:00
"24996","NIA Car Parks","1268",264,2016-10-06 13:30:21,2016-10-06 13:30:00
"24997","NIA Car Parks","1268",250,2016-10-06 13:57:22,2016-10-06 14:00:00
"24998","NIA Car Parks","1268",231,2016-10-06 14:30:23,2016-10-06 14:30:00
"24999","NIA Car Parks","1268",212,2016-10-06 15:04:22,2016-10-06 15:00:00
"25000","NIA Car Parks","1268",202,2016-10-06 15:31:22,2016-10-06 15:30:00
"25001","NIA Car Parks","1268",173,2016-10-06 16:04:23,2016-10-06 16:00:00
"25002","NIA Car Parks","1268",149,2016-10-06 16:30:27,2016-10-06 16:30:00
"25003","NIA Car Parks","1268",82,2016-10-07 08:03:27,2016-10-07 08:00:00
"25004","NIA Car Parks","1268",122,2016-10-07 08:30:27,2016-10-07 08:30:00
"25005","NIA Car Parks","1268",165,2016-10-07 09:04:13,2016-10-07 09:00:00
"25006","NIA Car Parks","1268",187,2016-10-07 09:30:27,2016-10-07 09:30:00
"25007","NIA Car Parks","1268",203,2016-10-07 09:57:27,2016-10-07 10:00:00
"25008","NIA Car Parks","1268",220,2016-10-07 10:30:27,2016-10-07 10:30:00
"25009","NIA Car Parks","1268",228,2016-10-07 10:57:30,2016-10-07 11:00:00
"25010","NIA Car Parks","1268",233,2016-10-07 11:30:28,2016-10-07 11:30:00
"25011","NIA Car Parks","1268",230,2016-10-07 12:03:29,2016-10-07 12:00:00
"25012","NIA Car Parks","1268",221,2016-10-07 12:30:28,2016-10-07 12:30:00
"25013","NIA Car Parks","1268",222,2016-10-07 13:04:28,2016-10-07 13:00:00
"25014","NIA Car Parks","1268",217,2016-10-07 13:30:29,2016-10-07 13:30:00
"25015","NIA Car Parks","1268",203,2016-10-07 14:03:28,2016-10-07 14:00:00
"25016","NIA Car Parks","1268",185,2016-10-07 14:30:32,2016-10-07 14:30:00
"25017","NIA Car Parks","1268",171,2016-10-07 15:04:30,2016-10-07 15:00:00
"25018","NIA Car Parks","1268",165,2016-10-07 15:30:32,2016-10-07 15:30:00
"25019","NIA Car Parks","1268",153,2016-10-07 15:57:31,2016-10-07 16:00:00
"25020","NIA Car Parks","1268",124,2016-10-07 16:30:29,2016-10-07 16:30:00
"25021","NIA Car Parks","1268",30,2016-10-08 07:57:38,2016-10-08 08:00:00
"25022","NIA Car Parks","1268",40,2016-10-08 08:30:37,2016-10-08 08:30:00
"25023","NIA Car Parks","1268",57,2016-10-08 08:57:34,2016-10-08 09:00:00
"25024","NIA Car Parks","1268",67,2016-10-08 09:30:37,2016-10-08 09:30:00
"25025","NIA Car Parks","1268",86,2016-10-08 10:04:34,2016-10-08 10:00:00
"25026","NIA Car Parks","1268",105,2016-10-08 10:30:34,2016-10-08 10:30:00
"25027","NIA Car Parks","1268",133,2016-10-08 10:57:34,2016-10-08 11:00:00
"25028","NIA Car Parks","1268",155,2016-10-08 11:30:38,2016-10-08 11:30:00
"25029","NIA Car Parks","1268",175,2016-10-08 12:04:34,2016-10-08 12:00:00
"25030","NIA Car Parks","1268",187,2016-10-08 12:30:36,2016-10-08 12:30:00
"25031","NIA Car Parks","1268",201,2016-10-08 13:04:39,2016-10-08 13:00:00
"25032","NIA Car Parks","1268",212,2016-10-08 13:30:36,2016-10-08 13:30:00
"25033","NIA Car Parks","1268",229,2016-10-08 14:03:38,2016-10-08 14:00:00
"25034","NIA Car Parks","1268",234,2016-10-08 14:30:35,2016-10-08 14:30:00
"25035","NIA Car Parks","1268",243,2016-10-08 14:57:41,2016-10-08 15:00:00
"25036","NIA Car Parks","1268",230,2016-10-08 15:30:39,2016-10-08 15:30:00
"25037","NIA Car Parks","1268",227,2016-10-08 16:04:39,2016-10-08 16:00:00
"25038","NIA Car Parks","1268",216,2016-10-08 16:30:42,2016-10-08 16:30:00
"25039","NIA Car Parks","1268",12,2016-10-09 08:04:40,2016-10-09 08:00:00
"25040","NIA Car Parks","1268",15,2016-10-09 08:30:45,2016-10-09 08:30:00
"25041","NIA Car Parks","1268",23,2016-10-09 09:04:46,2016-10-09 09:00:00
"25042","NIA Car Parks","1268",40,2016-10-09 09:30:45,2016-10-09 09:30:00
"25043","NIA Car Parks","1268",47,2016-10-09 09:57:41,2016-10-09 10:00:00
"25044","NIA Car Parks","1268",74,2016-10-09 10:30:43,2016-10-09 10:30:00
"25045","NIA Car Parks","1268",103,2016-10-09 11:04:44,2016-10-09 11:00:00
"25046","NIA Car Parks","1268",132,2016-10-09 11:30:41,2016-10-09 11:30:00
"25047","NIA Car Parks","1268",148,2016-10-09 11:57:46,2016-10-09 12:00:00
"25048","NIA Car Parks","1268",158,2016-10-09 12:30:41,2016-10-09 12:30:00
"25049","NIA Car Parks","1268",163,2016-10-09 13:04:43,2016-10-09 13:00:00
"25050","NIA Car Parks","1268",153,2016-10-09 13:30:42,2016-10-09 13:30:00
"25051","NIA Car Parks","1268",138,2016-10-09 14:03:42,2016-10-09 14:00:00
"25052","NIA Car Parks","1268",130,2016-10-09 14:30:42,2016-10-09 14:30:00
"25053","NIA Car Parks","1268",112,2016-10-09 15:04:44,2016-10-09 15:00:00
"25054","NIA Car Parks","1268",101,2016-10-09 15:30:46,2016-10-09 15:30:00
"25055","NIA Car Parks","1268",78,2016-10-09 16:03:43,2016-10-09 16:00:00
"25056","NIA Car Parks","1268",59,2016-10-09 16:30:43,2016-10-09 16:30:00
"25057","NIA Car Parks","1268",78,2016-10-10 08:04:47,2016-10-10 08:00:00
"25058","NIA Car Parks","1268",105,2016-10-10 08:30:47,2016-10-10 08:30:00
"25059","NIA Car Parks","1268",145,2016-10-10 09:04:47,2016-10-10 09:00:00
"25060","NIA Car Parks","1268",160,2016-10-10 09:30:49,2016-10-10 09:30:00
