"","x"
"1927","Others-CCCPS8"
"1928","Others-CCCPS8"
"1929","Others-CCCPS8"
"1930","Others-CCCPS8"
"1931","Others-CCCPS8"
"1932","Others-CCCPS8"
"1933","Others-CCCPS8"
"1934","Others-CCCPS8"
"1935","Others-CCCPS8"
"1936","Others-CCCPS8"
"1937","Others-CCCPS8"
"1938","Others-CCCPS8"
"1939","Others-CCCPS8"
"1940","Others-CCCPS8"
"1941","Others-CCCPS8"
"1942","Others-CCCPS8"
"1943","Others-CCCPS8"
"1944","Others-CCCPS8"
"1945","Others-CCCPS8"
"1946","Others-CCCPS8"
"1947","Others-CCCPS8"
"1948","Others-CCCPS8"
"1949","Others-CCCPS8"
"1950","Others-CCCPS8"
"1951","Others-CCCPS8"
"1952","Others-CCCPS8"
"1953","Others-CCCPS8"
"1954","Others-CCCPS8"
"1955","Others-CCCPS8"
"1956","Others-CCCPS8"
"1957","Others-CCCPS8"
"1958","Others-CCCPS8"
"1959","Others-CCCPS8"
"1960","Others-CCCPS8"
"1961","Others-CCCPS8"
"1962","Others-CCCPS8"
"1963","Others-CCCPS8"
"1964","Others-CCCPS8"
"1965","Others-CCCPS8"
"1966","Others-CCCPS8"
"1967","Others-CCCPS8"
"1968","Others-CCCPS8"
"1969","Others-CCCPS8"
"1970","Others-CCCPS8"
"1971","Others-CCCPS8"
"1972","Others-CCCPS8"
"1973","Others-CCCPS8"
"1974","Others-CCCPS8"
"1975","Others-CCCPS8"
"1976","Others-CCCPS8"
"1977","Others-CCCPS8"
"1978","Others-CCCPS8"
"1979","Others-CCCPS8"
"1980","Others-CCCPS8"
"1981","Others-CCCPS8"
"1982","Others-CCCPS8"
"1983","Others-CCCPS8"
"1984","Others-CCCPS8"
"1985","Others-CCCPS8"
"1986","Others-CCCPS8"
"1987","Others-CCCPS8"
"1988","Others-CCCPS8"
"1989","Others-CCCPS8"
"1990","Others-CCCPS8"
"1991","Others-CCCPS8"
"1992","Others-CCCPS8"
"1993","Others-CCCPS8"
"1994","Others-CCCPS8"
"1995","Others-CCCPS8"
"1996","Others-CCCPS8"
"1997","Others-CCCPS8"
"1998","Others-CCCPS8"
"1999","Others-CCCPS8"
"2000","Others-CCCPS8"
"2001","Others-CCCPS8"
"2002","Others-CCCPS8"
"2003","Others-CCCPS98"
"2004","Others-CCCPS98"
"2005","Others-CCCPS98"
"2006","Others-CCCPS98"
"2007","Others-CCCPS98"
"2008","Others-CCCPS98"
"2009","Others-CCCPS98"
"2010","Others-CCCPS98"
"2011","Others-CCCPS98"
"2012","Others-CCCPS98"
"2013","Others-CCCPS98"
"2014","Others-CCCPS98"
"2015","Others-CCCPS98"
"2016","Others-CCCPS98"
"2017","Others-CCCPS98"
"2018","Others-CCCPS98"
"2019","Others-CCCPS98"
"2020","Others-CCCPS98"
"2021","Others-CCCPS98"
"2022","Others-CCCPS98"
"2023","Others-CCCPS98"
"2024","Others-CCCPS98"
"2025","Others-CCCPS98"
"2026","Others-CCCPS98"
"2027","Others-CCCPS98"
"2028","Others-CCCPS98"
"2029","Others-CCCPS98"
"2030","Others-CCCPS98"
"2031","Others-CCCPS98"
"2032","Others-CCCPS98"
"2033","Others-CCCPS98"
"2034","Others-CCCPS98"
"2035","Others-CCCPS98"
"2036","Others-CCCPS98"
"2037","Others-CCCPS98"
"2038","Others-CCCPS98"
"2039","Others-CCCPS98"
"2040","Others-CCCPS98"
"2041","Others-CCCPS98"
"2042","Others-CCCPS98"
"2043","Others-CCCPS98"
"2044","Others-CCCPS98"
"2045","Others-CCCPS98"
"2046","Others-CCCPS98"
"2047","Others-CCCPS98"
"2048","Others-CCCPS98"
"2049","Others-CCCPS98"
"2050","Others-CCCPS98"
"2051","Others-CCCPS98"
"2052","Others-CCCPS98"
"2053","Others-CCCPS98"
"2054","Others-CCCPS98"
"2055","Others-CCCPS98"
"2056","Others-CCCPS98"
"2057","Others-CCCPS98"
"2058","Others-CCCPS98"
"2059","Others-CCCPS98"
"2060","Others-CCCPS98"
"2061","Others-CCCPS98"
"2062","Others-CCCPS98"
"2063","Others-CCCPS98"
"2064","Others-CCCPS98"
"2065","Others-CCCPS98"
"2066","Others-CCCPS98"
"2067","Others-CCCPS98"
"2068","Others-CCCPS98"
"2069","Others-CCCPS98"
"2070","Others-CCCPS98"
"2071","Others-CCCPS98"
"2072","Others-CCCPS98"
"2073","Others-CCCPS98"
"2074","Others-CCCPS98"
"2075","Others-CCCPS98"
"2076","Others-CCCPS98"
"2077","Others-CCCPS98"
"2078","Others-CCCPS98"
"2079","Others-CCCPS98"
"2080","Shopping"
"2081","Shopping"
"2082","Shopping"
"2083","Shopping"
"2084","Shopping"
"2085","Shopping"
"2086","Shopping"
"2087","Shopping"
"2088","Shopping"
"2089","Shopping"
"2090","Shopping"
"2091","Shopping"
"2092","Shopping"
"2093","Shopping"
"2094","Shopping"
"2095","Shopping"
"2096","Shopping"
"2097","Shopping"
"2098","Shopping"
"2099","Shopping"
"2100","Shopping"
"2101","Shopping"
"2102","Shopping"
"2103","Shopping"
"2104","Shopping"
"2105","Shopping"
"2106","Shopping"
"2107","Shopping"
"2108","Shopping"
"2109","Shopping"
"2110","Shopping"
"2111","Shopping"
"2112","Shopping"
"2113","Shopping"
"2114","Shopping"
"2115","Shopping"
"2116","Shopping"
"2117","Shopping"
"2118","Shopping"
"2119","Shopping"
"2120","Shopping"
"2121","Shopping"
"2122","Shopping"
"2123","Shopping"
"2124","Shopping"
"2125","Shopping"
"2126","Shopping"
"2127","Shopping"
"2128","Shopping"
"2129","Shopping"
"2130","Shopping"
"2131","Shopping"
"2132","Shopping"
"2133","Shopping"
"2134","Shopping"
"2135","Shopping"
"2136","Shopping"
"2137","Shopping"
"2138","Shopping"
"2139","Shopping"
"2140","Shopping"
"2141","Shopping"
"2142","Shopping"
"2143","Shopping"
"2144","Shopping"
"2145","Shopping"
"2146","Shopping"
"2147","Shopping"
"2148","Shopping"
"2149","Shopping"
"2150","Shopping"
"2151","Shopping"
"2152","Shopping"
"2153","Shopping"
"2154","Shopping"
"2155","Shopping"
"2156","Shopping"
